"title";"body";"rating";"review_date";"source";"curated";"reviewer_name";"reviewer_email";"product_id"
"Besser geht es nicht...";"Es handelt sich hierbei um ein multifunktionales All-in-One-Trainings-Gerät für den Home-Gym-Bereich, welches eine Vielzahl von Maschinen vereint und ein umfassendes komfortables Ganzkörpertraining bietet. Im Gegensatz zu vielen „Alleskönnern“, die nichts wirklich gut können, ist dieses Gerät eine Ausnahme (wenn man mit den kleinen Schwächen leben kann). Das Preis-Leistungs-Verhältnis ist außergewöhnlich gut. 
Wer sein Home-Gym aufwerten möchte, ist hiermit gut bedient und wird sicherlich lange Freude daran haben.

Versand:
------------
Der Versand erfolgt grundsätzlich per Spedition. Geliefert wird eine groß-dimensionierte Holzkiste und ein mittelgroßer Karton (Trainingsbank). Die Verpackung ist sehr stabil und hat die Ware sicher geschützt (was auch für die vorbildliche Innenverpackung zutrifft). Die große Kiste hat ein Gewicht von über 200 kg, der Karton kommt mit knapp 50 kg daher. Für die Verladung an den Aufbauort ist in der Regel eine zweite kräftige Person hilfreich.

Aufbau: 
-----------
Die Anleitung ist als Papierdruck und PDF verfügbar (ich nutzte die PDF Version mit einem Beamer). Der Aufbau ist sehr detailliert und logisch beschrieben. Sehr hilfreich ist auch, dass die komplexen Teile bereits vormontiert sind. Eine durchdachte Verpackung sorgt dafür, dass die Schrauben, Muttern, Bolzen und weitere Kleinteile leicht zugeordnet werden können. Das gestaltet den Aufbau sehr angenehm. Auch die größeren Teile sind soweit zerlegt und weitgehend kompakt, sodass man damit auch durch enge Räumlichkeiten manövrieren kann. Mit zwei Personen ist der Aufbau in rund 4 Stunden (je nach Geschick und Helfer auch etwas kürzer) zu bewerkstelligen.

Qualität:
------------
MAXXUS ist eines der wenigen Beispiele, bei dem der Hersteller seine vollmundigen Versprechen tatsächlich einhält. Die Konstruktion wirkt sehr massiv und macht selbst bei höherer Gewichtsbeladung einen stabilen Eindruck. Allerdings schwanken die Aussagen zu den Belastbarkeiten der einzelnen Einheiten je nach Händler sehr stark, was den potentiellen Käufer doch etwas verunsichert. Ob die Zugeinheit 150 kg, 160 kg oder 250 kg Maximal-Gewicht beherrscht, ist für den Anfänger sicherlich zweitranging...trotzdem sollten belastbare Aussagen hierzu getroffen werden. Eine Verbindlichkeit wäre wünschenswert. 
Bezüglich der Langlebigkeit kann ich noch keine Aussagen treffen, da ich das Gerät erst seit 6 Monaten im Einsatz habe. 

Verarbeitung: 
-------------------
Eine grundsolide Verarbeitung und entsprechend robuste Materialien sorgen für gute Qualität. Saubere Schweißnähte, sehr gute Passgenauigkeiten und eine fehlerfreie Lackierung…für den Preis schon außergewöhnlich. Im Training wackelt nichts, quietscht nichts, hakt nichts...perfekt. Wer eine H- oder S-Zulassung sucht, wird hier nicht fündig. Obwohl das Gerät diese sicherlich für den Home-Gym-Bereich locker erfüllen könnte.

Pflege:
---------
Der Pflegeaufwand ist überschaubar und beschränkt sich auf das Ölen von beweglichen Teilen (Lager der Multipresse) und die Kontrolle der Befestigungen (Schrauben, Muttern etc.). Gerade der letzte Punkt sollte sehr akribisch befolgt werden, da es um die eigene Sicherheit geht (und wenig Zeit in Anspruch nimmt).

Aufstellmaße: 
-------------------
Die vom Hersteller angegebenen Maße stimmen zu 100%. Somit vereinfacht dieses die Raumplanung ungemein (im Gegensatz zu manch anderen Herstellern). Auf der Webseite findet man alle notwendigen Maße.   
Auch wenn der Hersteller schreibt, dass das Gerät nicht an Platz spart, ist es doch eines der kompaktesten, die man am Markt kaufen kann. Mit einer Mindest-Raumhöhe von 214 cm bzw. 212 cm lässt sich das Gerät (wie in meinem Fall) auch in einem Keller oder einer Garage aufstellen. Beachten sollte man allerdings, dass die integrierte Klimmzugeinheit bei Ausreizung dieser Grenzen gewissen Einschränkungen bzgl. Zughöhe unterliegt. Auch die Trainingstiefe ist bedingt durch Butterfly und Kabelzugeinheit etwas eingeschränkter als bei offenen Multipressen. 
Lediglich die mitgelieferte Trainingsbank ist ein ziemliches „Monster“. Mit knapp 50 kg und einer stattlichen Länge (welche letztendlich der Beincurler-Einheit geschuldet ist) ist sie, trotz Rollen, etwas unhandlich. 

„The Machine“ (Modell 2019):
-----------------------------------------
In den Broschüren des Herstellers ist alles, was die Funktionalität und die Trainingsmöglichkeiten angeht, sehr gut und umfassend beschrieben. Lediglich eine kleine Trainingsanleitung (auch per YouTube) bzw. eine Trainingsbroschüre fehlt und würde das sehr stimmige Gesamtpaket abrunden (so wie es z.B. ein Schweizer Hersteller macht). 
Auch wäre die Angabe von Übersetzungen bzgl. der Zugmaschine hilfreich. Zu den Belastbarkeiten hatte ich schon etwas geschrieben. 

Smith-Maschine (oder Multipresse):
Positiv: stabile Konstruktion, gute und stabile Führung (Kugellager + Vollstahlwelle), sauberer Lauf, wenig Spiel, integrierte Sicherungshaken, großzügiges Innenmaß der geführten Langhantel mit 113 cm, griffige Rändelung der Hantelstange inkl. einer Mittelrändelung. 
Negativ: Raster der geführten Langhantel bei 13 cm / 12 Stopper (ein engeres Raster wäre wünschenswert), Sicherungshaken „schieben“ sich bei Beladung und entsprechender Nähe zur Langhantel nach außen (d.h. die Sicherheitshaken könnten sich aus der Halterung von selbst lösen), Abstand zwischen geführter Langhantel und Butterfly beträgt nur 23 cm in Kopfhöhe (Verletzungsgefahr), Front-Übungen (z.B. Front-Kniebeugen) sind auf Grund der Konstruktion nicht immer umsetzbar, relativ wenig Platz im hinteren Bereich (z.B. für Ausfallschritte).
Meinung: Im Gegensatz zu den geraden Varianten besitzt diese eine Neigung von 7°, was dem natürlichen Bewegungsablauf zu Gute kommen soll. Ob es Sinn oder Unsinn ist, möchte ich an dieser Stelle nicht beurteilen. Einige Übungen „fühlen“ sich besser an...andere wiederum nicht. Fakt ist, dass der Bewegungsablauf grundsätzlich der Langhantel folgt und eine natürliche Bewegung unterdrückt wird. In Summe ist die Multipresse aber ein sehr sinnvolles Feature, welches eine Vielzahl von Trainingsmöglichkeiten (Calf Raise, Glute Bridge, Good Mornings...) bietet. Lediglich etwas mehr Platz im hinteren Bereich wäre von Vorteil gewesen.

Butterfly:
Positiv: stabile massive Konstruktion, Rückenpolster, 1:1 Übersetzung.
Negativ: Führung durch einfache Bolzen / Schrauben, Butterfly nicht auf Körpermaße einstellbar, Bewegungsablauf nicht optimal bzw. ergonomisch, im vorderen Bereich nicht sauber geführt, Konstruktion „ragt“ weit in den Trainingsbereich der Multipresse hinein (Verletzungsgefahr).
Meinung: Dieses Feature hätte man auch gut weglassen können. Es ist weder gut noch schlecht...mich stört es einfach nur, weil es den Bewegungsspielraum im Gerät einschränkt. Stattdessen hätte man hier eine Latzug-Einheit mit 1:1 Übersetzung unterbringen können.

Freie Langhantel-Ablage:
Positiv: J-Hooks & Safety-Spotter inklusive, hohe Stabilität, einfach anzubringen, gummierte Ablagen.
Negativ: Langhantel sollte ein Innenmaß von mind. 133 cm aufweisen (in der Regel findet man diese sehr selten, da der Standard zwischen 130 cm und 132 cm liegt), Arretier-Funktion für die J-Hooks & Safety-Spotter wären wünschenswert.
Meinung: Ein sehr sinnvolles Feature, dass eine separate Langhantelablage effektiv ersetzen kann (von echten Power-Cages mal abgesehen) und zudem eine hohe Stabilität bietet. Einzig das Manko des benötigten Langhantel-Innenmaßes ist schon mehr als unschön. Was bringt eine Ablage, wenn es dafür kaum (hochwertige) Langhanteln gibt? 

Duplex-Einheit / Latzug-Einheit:
Positiv: Stabile Konstruktion, sauberer Lauf (geringer Widerstand), Duplex-Einheit auch einzeln nutzbar, Griffe & Zugstangen inklusive, 1:1 Übersetzung bei beidseitiger Nutzung, 1:2 bei einseitiger Nutzung bietet mehr Spielraum, maximale Griffweite ist konstruktionsbedingt etwas eingeschränkt, Beinpolster für Latzug-Einheit wird mitgeliefert. 
Negativ: 1:2 Übersetzung am einseitigen Latzug (bzgl. Zuggewicht), Zugweg bei beidseitiger Nutzung beträgt nur 128 cm (konstruktionsbedingt), Anfangszuggewicht beträgt ca. 15 kg, Klimmzug-Einheit „kollidiert“ je Übung mit Duplex-Einheit.
Meinung: Die Duplex-Einheit ist ein gutes und sinnvolles Feature. Für alle, die Kabelzugübungen lieben, ist eine entsprechend große Spielwiese vorbereitet. Auch die Belastbarkeit lässt genügend Spielraum. Kleine Mankos sind die Übersetzung der Latzug-Einheit und die fehlende Verstellbarkeit der Duplex-Einheit (diese gibt es an der 10.1). 

Rudereinheit (Kabelzug unten):
Positiv: Stabile Konstruktion, sauberer Lauf (geringer Widerstand), Griffe & Zugstangen inklusive, 1:1 Übersetzung, hohe Belastbarkeit, Fußplatte für Ruderübungen.
Negativ: Zugweg beträgt nur 128 cm (konstruktionsbedingt), Anfangszuggewicht beträgt ca. 15 kg, für Adduktor- / Abduktor-Training oder Schulterübungen nur bedingt geeignet. 
Meinung: Sehr sinnvolles Feature, welches hoch belastbar ausgelegt wurde. Für Ruderübungen hervorragend geeignet. Der etwas geringe Zugweg wäre das einzige Manko bei anderen Übungen. 

Zugeinheit (allgemein):
Positiv: Stabile Konstruktion, sauber geführte Rollen, feste Übersetzungen von 1:1 oder 1:2, sauber geführter Gewichtsschlitten, hochzugfestes Stahlseil mit Kunststoffummantelung, einstellbare Zugeinheit, hohe Belastbarkeit.
Negativ: Kunststoffrollen ohne Kugellagerung (trotzdem sauberer Lauf), Gewichtsschlitten relativ schwer, Gewichtsschlitten ohne Kugellagerung (einfache, aber hochwertige Kunststoffbuchsen), relativ kurzer Zugweg bei 1:1 Übersetzung (konstruktionsbedingt nicht anders lösbar).
Meinung: Eine Zugeinheit ist in dieser Form eine echte Bereicherung für jedes Home-Gym. Gerade die Umsetzung für sehr niedrige Deckenhöhen in einer wirklichen stabilen Ausführung findet man am Markt nur sehr selten. Eine Latzug-Einheit anstelle des Butterflys hätte das Paket runder wirken lassen.  

Trainingsbank:
Positiv: Stabile massive Konstruktion, sehr standfest, feste Polsterung, Polsterung ergonomisch geformt, per Einstellung auch als Negativ-Bank nutzbar, Neigung verstellbar von -10° (negativ) bis ca. 82°, 8fach Verstellung, multifunktional durch Beincurler- und Scott-Curl-Einheiten, auf Multipressen ausgerichtete Einstell-Mechanik der Sitz- und Liegefläche. 
Negativ: Hohes Eigengewicht, hohe Gesamtlänge durch nicht abnehmbare Beincurler-Einheit, Aufnahme für Scott-Curl-Einheit sehr voluminös, störende „Lücke“ zwischen Sitz- und Rückenfläche (im Liegen), Sitzfläche in der Neigung nicht einstellbar, Sitzfläche nicht arretierbar.
Meinung: Für eine kompakte Multipresse (die im hinteren Bereich geschlossen ist) benötigt man in der Regel Trainingsbänke, deren Sitz- und Liegefläche sich verstellen lassen, ohne dass die Bank verschoben werden muss. Dieses hat der Hersteller gut umgesetzt. Bei einem Tausch gegen eine andere Bank sollte man auf diese Funktionalität achten. 
Insgesamt hinterlässt die Trainingsbank einen gemischten Eindruck. Weniger wäre an der Stelle wohl mehr gewesen. Viele Funktionen machen die Bank sehr „sperrig“. Ich hätte mir persönlich eine abnehmbare Beincurler-Einheit gewünscht.

Scott-Curl-Einheit:
Positiv: Stabile Auslegung, einfacher An- und Abbau, feste Polsterung, großzügige Stützfläche.
Negativ: Ein-Gelenks-Ausführung ist nicht ergonomisch und in Kombination mit der Beincurler-Einheit als „Gewichtsschlitten“ nicht wirklich brauchbar (ungünstiger Hebel, zu geringer Bewegungsradius), Hantelablage fehlt, in sitzender Position zu wenig Platz für freie Hantelübungen.
Meinung: Eine Scott-Curl-Einheit ist schon etwas Spezielles (oder etwas Besonderes), die jedoch einfach umsetzbar gewesen wäre. Auf mich macht die Einheit eher den Eindruck einer „Fehlkonstruktion“, die man in dieser Auslegung hätte weglassen können.  

Beincurler-Einheit:
Positiv: Stabile Ausführung, gute Belastbarkeit, gute Polsterung, Arretierung möglich, einfaches aber sauber laufendes Drehgelenk.
Negativ: Kein kugel- oder rollengelagertes Drehgelenk, relativ geringe Einstellmöglichkeiten bzgl. der eigenen Körpermaße (je 2-fach Verstellung), anatomisch nicht optimale Umsetzung (Rund-Polster der Oberschenkelauflagen liegen höher als die Bank), keine seitlichen Griffe (z.B. für Beinstrecker-Übungen), Rückenlehne kann beim Beinstrecker nicht genutzt werden (mechanisch nicht umsetzbar), Beincurler-Einheit ist fest montiert und nicht abnehmbar. 
Meinung: Ein sehr sinnvolles Feature in Bezug auf Beinbeuger- und Beinstrecker-Übungen. Die Belastbarkeit kann sich sehen lassen und auch die Umsetzung ist in dieser Klasse sehr gut gelungen. Leider macht die Einheit die Trainingsbank sehr sperrig und unhandlich. Darüber kann man aber hinwegsehen. Das Gerät bietet sehr viele Trainingsmöglichkeiten in hoher Qualität. 

Dips-Einheit:
Positiv: Stabil ausgeführt, 2 Griffweiten, einfache Montage und Demontage.
Negativ: Arretierung wäre wünschenswert, kleineres Einhänge-Raster wäre von Vorteil.
Meinung: Sinnvolles Feature, welches in einem Home-Gym nicht fehlen sollte. 

Klimmzug-Einheit:
Positiv: Stabil ausgeführt, verschiedene Griffweiten, gummierte Außengriffe.
Negativ: Eine Griffrändelung wäre sinnvoll gewesen, anstelle der glatten oder gummierten Ausführung, die Konstruktion hätte man weiter „rausziehen“ sollen, um eine Kollision mit der Zugeinrichtung zu vermeiden (und auch die geführte Langhantel ist manchmal im Weg)
Meinung: Sinnvolles und gut umgesetztes Feature mit Verbesserungspotential.  

Zubehör:
Positiv: Insgesamt sehr stimmiges Gesamtpakt, 1 Latzugstange, 1 Zugstange Kurz, 2 Einzelgriffe, T-Bar Ruder-Einheit...
Negativ: einfache (aber vernünftige) Qualität der Zugstangen und Griffe, Trizeps-Seil fehlt im Paket, 
Meinung: Paket ist stimmig und umfangreich.

Ablagen / Halter:
Positiv: Halter für 30 mm und 50 mm Hantelstangen vorhanden, Je Seite 3 Ablagen zur 50 mm Hantelscheiben, stabile Ausführung.
Negativ: 4 Ablagen je Seite wären sinnvoller gewesen (und wären auch realisierbar).
Meinung: Insgesamt rundes Gesamtpaket. Eine weitere Ablage für Hantelscheiben wäre sinnvoll gewesen, aber auch mit 3 lässt es sich gut leben. 

Persönlicher Eindruck: 
------------------------------
Dieses All-in-One-Gerät ist für ein ambitioniertes Training im eigenen Home-Gym sehr gut geeignet. Auch wenn es einige kleinere Schwächen aufweist, überwiegen dennoch die Stärken. Auch das Preis-Leistungsverhältnis ist annähernd unschlagbar. Eine sehr stabile Konstruktion und eine Vielzahl von Trainingsmöglichkeiten bieten nur wenige...aber nicht zu diesem Preis. Hätte ich mehr Platz gehabt, hätte ich wahrscheinlich die 10.1 gekauft und den Butterfly gegen eine verstellbare Duplex-Einheit getauscht. 
Zu bemerken wäre noch, dass Personen über 1,85 m sich besser nach höheren Geräten (ab 230 cm Gesamthöhe) umschauen sollten. Ab dieser Körpergröße wird es im Training schon spannend und man läuft Gefahr sich vielleicht an der einen oder anderen Stelle den Kopf zu stoßen (sofern man nicht aufpasst). 
Sehr empfehlenswert ist es, sich das Gerät direkt vor Ort in Weiterstadt anzuschauen und eine Probe-Trainingsrunde zu vereinbaren. Die Beratung ist wirklich gut und professionell.";"5";"2019-08-17 11:08:55";"";"";"Anonym";"anonym@gsg.com";"8162338963672"
"Alles TOP!";"Super schnelle Lieferung, sehr gut verpackt, top Qualität des Crosstrainers mit genauer Montage-Anleitung. Ich konnte ihn alleine als Frau innerhalb 2 1/2 Std. aufbauen. Mein erstes Training absolviert und alles läuft super. HF-Brustgurt wurde erkannt und die App-Anbindung mit MyHomeFIT funkt. auch. iConsole+ nicht installiert aufgrund schlechter Bewertungen. Gerät und Shop sehr  zu empfehlen !!!";"5";"2019-09-01 15:01:46";"";"";"Anonym";"anonym@gsg.com";"8155033698520"
"Perfektes Gerät";"Der Aufbau alleine in aller Ruhe in ca. 2.5 Stunden, großenteils durch die sehr gute, Deutsche Aufbauanleitung und die wirklich vorbildlich übersichtlich verpackten Schrauben und Teile
Beeindruckende mechanische Qualität, der Crosstrainer macht einen einwandfreien Eindruck, kein Knarren, kein Knacken. Noch dazu ist es auch sehr gut gängig, so dass es zu so gut wie keiner Geräuschentwicklung kommt.";"5";"2019-12-17 10:04:07";"";"";"Anonym";"anonym@gsg.com";"8155033731288"
"Professional home gym machine!";"Excellent multifunctional machine for home gym. Well made, robust! It came to me for about a week and I tried it in all its variations. It has nothing to send to many gym machines. A must for the home gym!";"5";"2020-01-06 01:20:40";"";"";"Anonym";"anonym@gsg.com";"8155773665496"
"Sturdy, solid piece of kit, just what i was after.";"Sturdy, solid piece of equipment. I'm 12 stone, 5ft 11 and this fits me fine (also has adjustable settings so would suit shorter and taller than me). The footrest is what i was particularly looking for as a lot of other Hyper extension models seem to be missing this. 

Please note: If in the UK, buy this through this MAXXUS website not through Amazon.co.uk (they were charging £165 + £75 for delivery). 

I bought it off here and It cost me £121 in total (138€) which i paid via Paypal. Delivery took 3 working days (ordered Sat eve, delivered the following Weds morning!!!). Really impressed with the fast turn around time.";"5";"2020-02-05 14:46:13";"";"";"Anonym";"anonym@gsg.com";"8155773599960"
"Einfach nur genial!";"Da ich schon fast chronisch an Schmerzen und Blockaden im LWS Bereich leide und mir nichts so richtig geholfen hat (über einige Jahre jetzt schon), habe ich mir nach eigen
Recherche den Gravity Pro 2.0 im letzten Jahr zugelegt. Der Aufbau war selbst für mich zu bewältigen! :-) Nach den ersten zaghaften Versuchen...ist ja doch erstmal sehr ungewohnt über Kopf zu sein...habe ich mich am 3. Tag schon wirklich entspannen können. Ich mache dies jetzt regelmäßig zwischen 5 und 15 Minuten und nach ausgiebiger Testzeit (halbes Jahr ca.) kann ich nur sagen, das es sich hier um ein Spitzen Produkt handelt. Es nimmt mir gefühlt aus dem ganzen Rücken die Spannung und lindert ungemein meine LWS Probleme. Mittlerweile kann ich dadurch wieder mehr Sport machen und das führt dazu, das ich nicht mehr so viele Schmerzmittel brauche. Ich möchte dieses Gerät nicht mehr missen. Sehr stabile Ausführung und dabei auch noch ein angenehmer Komfort was die Liegefläche angeht!! Ich kann dies soweit uneingeschränkt empfehlen...außer bei Menschen mit Bluthochdruck wäre ich glaube ich vorsichtig, da man die Blutzirkulation, grad im Kopfbereich, doch ziemlich merkt!  DANKE für diese tägliche Linderung!!!";"5";"2020-02-07 19:31:43";"";"";"Anonym";"anonym@gsg.com";"8155773534424"
"Realistisches Rudergefühl mit Fun Faktor";"Das Gerät wurde zügig und super verpackt mit Spedition geliefert. Der Aufbau war leicht verständlich erklärt und hat nur 15 Minuten gebraucht. Sehr solides und vor allem stabiles Rudergerät. Der Lauf ist perfekt ruhig und vermittelt ein hochwertiges Gefühl. Mir was das realistische Rudern mit Wasser wichtig, mit Luft oder Magnetbremse fühlt es sich total anders an. Die Wiederstände mit den 6 Füllstufen sind für mich perfekt, da ich Ausdauer trainieren möchte, fühlt es sich an wie im Boot zu sitzen. Da ich nicht zig Geräte wollte, bin ich mit diesem Gerät vollstens zufrieden. Oberkörper und Beine werden gut beansprucht, Spass macht es dazu auch noch. Würde ich auf jeden Fall wieder kaufen. Habe auch teurere Modelle getestet, Preis/ Leistung ist hier super, warum mehr ausgeben. :)";"5";"2020-02-29 01:09:59";"";"";"Anonym";"anonym@gsg.com";"8155689222360"
"Rudern, jederzeit ohne Gewässer, aber mit Wassergeräusch";"Die Lieferung druch eine Spedition erfolgte innerhalb von drei/vier Tagen und damit sehr schnell. Die Verpackung ist sehr gut, so dass eine Beschädigung nahezu ausgeschlossen ist.
Der Aufbau nach Anleitung funktionierte sehr gut und wurde von mir in ca. einer halben Stunde - mit eigenem Werkzeug - erledigt. Die Verarbeitung macht einen sehr stabilen und wertigen Eindruck. Einziger Kritikpunkt: Für die Verbindung der Kabel zwischen Cockpit und Gestell wurde eine zweite Person benötigt, weil die Kabel sehr kurz und die Kabelverbindungen sehr zierlich sind. Empfehlung, etwas längere Kabel verwenden.
Die Bedienungsanleitung ist im Großen und Ganzen gut verständlich, lediglich die Einstellung der Fußstützen ist nicht gut erklärt. Statt der Zahlen 1 bis 6 auf den Fußstützen wären dort besser die Schuhgrößen (englische und/oder deutsche) verzeichnet, das wäre selbsterklärend.
Das Cockpit ist leider nicht beleuchtet, so dass eine bestimmte Umgebungshelligkeit benötigt wird, um die Angaben lesen zu können. Verbesserungsvorschlag: Hinterleuchtetes Cockpit und am besten durch die selbsterzeugte Energie, Batterien nur als Puffer für die Daten, das wäre gut und nachhaltig.
Das Gerät ist zwar sehr ausladend - ca. 2 m lang -, lässt sich aber hochkant stellen und ist dann sehr platzsparend.
Was mir bisher noch aufgefallen ist: Die obere Umlenkrolle war recht laut. Etwas Sprühfett hat dieses Geräusch deutlich gemindert. Dies sollte aber bei einem neuen Gerät nicht vorkommen.
Ich finde das Plätschern im Wassertank sehr beruhigend und man hört, wie man schafft, was mir gegenüber anderen Rudergeräten mit magnetischer Widerstandssteuerung besser gefällt.
Insgesamt finde ich das Preis-/Leistungsverhältnis sehr gut und hoffe, dass der bisher positive Eindruck lange anhält.";"4";"2020-03-30 00:18:00";"";"";"Anonym";"anonym@gsg.com";"8155689222360"
"Lubrificazione";"Ciao, come faccio a sollevare il tappeto per lubrificare? Il tappeto è molto teso e non riesco a sollevare!";"5";"2020-04-10 13:32:10";"";"";"Anonym";"anonym@gsg.com";"8155610644696"
"Super Grill";"Nach langen überlegen und suchen habe ich mich für diesen Grill entschieden.
Nach einer schnellen Lieferung, habe ich mit einer weiter Person den Grill in ca. 1,5 std zusammengebaut.
Die Materialien sind hochwertig, und die grillergebnisse sprechen für sich.
Bin begeistert";"5";"2020-04-26 15:21:17";"";"";"Anonym";"anonym@gsg.com";"8188330967256"
"BBQ Chief 9.0, den muß man(frau) haben";"Schnelle Lieferung mit Spedition nach nur 2 Tagen, trotz COVID-19 Pandemie. Karton war stabil und optimal gepackt. Das Beste war die Schrauben und Zubehörbox mit klarer Nummerierung und passend zur klar verständlichen Aufbau Anleitung. Man kann den Grill mit Geschick auch alleine aufbauen, nur beim Einsetzen des Gasbrennraumes sollte man(Frau) zu Zweitsein. Grill ist optisch ansprechend, die beleuchteten Drehschalter sehr stylisch. Nach dem Anschluss der Propan-Gasflasche ging es an's Einbrennen, um Rückstände von der Produktion zu verbrennen. In kurzer Zeit erreichte der Grill eine Temperatur von 600°C im Grillraum. Das Gerät ist sehr empfehlenswert !";"5";"2020-05-19 13:02:34";"";"";"Anonym";"anonym@gsg.com";"8155757445336"
"Sehr gut!";"Habe den Crosstrainer ebenfalls als Frau alleine aufgebaut. 
Das Gerät macht einen ausserordentlich stabilen Eindruck und läuft ohne grosse Geräuschentwicklung, einziges Manko sind in meinen Augen die (wenigen) Plastikteile die einen Umzug voraussichtlich nicht überstehen würden.
Versand und Verpackung top, hervorzuheben ist auch der sehr freundliche und hilfsbereite telefonische Kundenservise.";"5";"2020-06-09 09:59:31";"";"";"Anonym";"anonym@gsg.com";"8155033698520"
"Genau das was ich benötigte";"Ich war schon lange auf der Suche nach einem Crosstrainer der auch für schwere Menschen geeignet ist. Das war da zum Teil angeboten wird ist überteuert, daher war das Suchergebnis das diesen Maxxus Crosstrainer enthielt umso erfreulicher für mich. Der Preis ist angemessen und nicht überhöht wenn man bedenkt, dass hier Material eingeflossen ist, um diesen Crosstrainer stabil genug zu machen.

Anlieferung:
Zwei sehr schwere und große Kisten. da ist es hinderlich, dass durch Speditionen nur bis zur Bordsteinkante liefern. Der Fahrer war zwar so nett mit mir die Kiste eine kleine Treppe hochzuwuchten, das war es dann aber. Ich würde Maxxus Empfehlen ein Lieferpaket bis zur Wohnungstür anzubieten. Oder man braucht einen zweiten Mann (mindestens)!

Aufbau:
Die mitgelieferte Aufbauanleitung und auch wie die Schrauben und Hilfsmittel geliefert werden ist vorbildlich. Bei der Anleitung muss man an einer Stelle zwar genauer herausfinden was gemeint ist, aber das schiebe ich mal auf mich. Ich habe den Aufbau zwar alleine hinbekommen, aber eine zweite Person ist echt hilfreich (wird auch so empfohlen in der Anleitung).

Nutzung:
Nutze den Crosstrainer jetzt 3 Wochen. Wahnsinnig stabil, Nicht laut, aber Geräusche sind natürlich zu hören. Ich hatte auch mal ein beginnendes Quitschen zu verzeichnen, aber da man den Crosstrainer ja selbst zusammengebaut hat, war es relativ einfach das Problem zu beheben (Abdeckung am rechten Gelenk war nicht passgenau von mir eingesetzt worden. 

Mal abgesehen, dass ich schon erste Erfolge hinsichtlich meiner Fitness vorzuweisen habe, war das die genau richtige Investition für mich. Man braucht dafür etwas Platz, sowohl in der Breite als auch in der Länge. Eine Matte, wie sie als Extra angeboten wird, ist unbedingt zu empfehlen. 

Bin sehr zufrieden!";"5";"2020-07-25 12:37:02";"";"";"Anonym";"anonym@gsg.com";"8155033764056"
"Toller Grill toller Kundenservice";"Habe den Grill Aufgrbaut eigendlich ohne Probleme aufbauen können.
Wie heist es so schön Probleme macht man sich selbst.
Auch wenn ich die Haltung verloren habe der Kundenservice war stets freundlich und Hilfsbereit.
Der Aufbau hat 1 h gedauer und habe nur beim Aufsetzen der Brennereinheit etwas Hilfe von meiner Frau benötigt da das Ding doch nicht so handlich ist.
Verarbeitung und Quallität ist einwandfrei.
Super viel Zubehör da bleiben keine Wünsche offen.
Die Hitzeverteilung ist gleichmäßig.
Der Grill ist Superschnell auf Temperatur.
Ein Super Grill der durchaus mit dem großen ""w"" mithalten kann.";"5";"2020-08-14 18:16:32";"";"";"Anonym";"anonym@gsg.com";"8188330967256"
"Leider enttäuscht";"Vor der Kaufentscheidung hatte ich große Angst einen Fehlkauf zu machen. Leider ist mir nun genau das passiert. 
Die Lieferung ging sehr schnell - nur 3 Tage. Dafür gibt es einen dicken Pluspunkt. Es wurde per Spedition angeliefert, die das Gerät leider nur bis zur ersten verschließbaren Tür transportieren. Den Transport durchs Treppenhaus muss man dann alleine bewerkstelligen.
Nun kommen die Negativpunkte:
Das Gerät ist viel lauter als erwartet. Es macht permanent Schleifgeräusche. Vor allem die rechte Seite schleift sehr (trotz Aufbau nach Anleitung und Einsatz von Silikonspray). Bei empfindlichen Nachbarn könnte das zum Problem werden.
Außerdem fehlt mir ein An-/Ausschalter am Gerät. Um das Gerät ein- oder auszuschalten muss man jedes mal umständlich den Stecker aus der Steckdose ziehen. Bei fast täglichem Gebrauch des Gerätes ist das ziemlich nervig. Eine Steckdosenleiste mit Schalter darf gemäß Anleitung nicht verwendet werden.
Ein weiterer mangelhafter Punkt sind die manuellen Trainingsprogramme. Man stellt ein Trainingsziel ein und das Training wird automatisch beendet, wenn das Ziel erreicht wurde. In der Theorie ist die Idee gut. Nur leider weist einen das Gerät nicht darauf hin, wenn man sein Trainingsziel erreicht hat. Das gewählte Training startet einfach von Vorne. Sehr unpraktisch, wenn man etwas auf dem Tablet schaut oder nicht die ganze Zeit das Display verfolgt. 
Im Nachhinein wünschte ich mir, ich hätte mich für ein günstigeres und platzsparenderes Gerät entschieden. Die Geräte haben ja alle so ihre Vor- und Nachteile. Aber bei diesem stolzen Preis hätte ich erwartet, dass es weniger zu beanstanden gibt.";"3";"2020-08-16 11:30:25";"";"";"Anonym";"anonym@gsg.com";"8150186393816"
